cohort	metadata	metric	n_meta	gizmo_best_pc	gizmo_strength	gizmo_raw_p	mofa_best_factor	mofa_strength	mofa_raw_p	n_cohort_tests	bonf_cohort_thr	bonf_global_thr	gizmo_pc_var_frac	mofa_factor_var_frac	gizmo_survives_bonf_cohort	gizmo_survives_bonf_global	mofa_survives_bonf_cohort	mofa_survives_bonf_global
GSE65391_SLE	cumulative_time	spearman	924	2	0.2492782723705754	1.48471840501643e-14	8	0.2441077133161873	5.3002958717024756e-14	72	0.0006944444444444445	0.00027624309392265195	0.05849601531159484	0.04117178050167621	False	False	False	False
GSE65391_SLE	days_since_diagnosis	spearman	921	2	0.3145039105537485	1.3605594597066402e-22	2	0.2811108368903955	3.4530696499637762e-18	72	0.0006944444444444445	0.00027624309392265195	0.05849601531159484	0.12379534398959771	False	False	False	False
GSE65391_SLE	days_since_last_visit	spearman	924	4	0.1939532243047765	2.7777596820241246e-09	2	0.1284793396051945	8.988514789125749e-05	72	0.0006944444444444445	0.00027624309392265195	0.033937061432335956	0.12379534398959771	False	False	False	False
GSE65391_SLE	days_between_diagnosis_and_last_visit	spearman	921	4	0.3550602132649927	9.455507085023139e-29	4	0.3227766194467782	8.946995305458558e-24	72	0.0006944444444444445	0.00027624309392265195	0.033937061432335956	0.09077195692477989	False	False	False	False
GSE65391_SLE	disease_state	auc	996	1	0.751082251082251	2.2414958571578896e-26	1	0.7255591630591631	1.0082192159893343e-24	72	0.0006944444444444445	0.00027624309392265195	0.1805741938254549	0.3884909672790056	True	True	True	True
GSE65391_SLE	gender	auc	996	1	0.2264320816295908	4.997873289019564e-05	5	0.2706231008740668	1.2516298095616572e-06	72	0.0006944444444444445	0.00027624309392265195	0.1805741938254549	0.07546223773048863	False	False	False	False
GSE65391_SLE	race	spearman	996	3	0.0984576857699515	0.0018649816603396	10	0.2305734366038271	1.7434665884514997e-13	72	0.0006944444444444445	0.00027624309392265195	0.04418348124830024	0.026263343912276433	False	False	False	False
GSE65391_SLE	age	spearman	996	2	0.1735191849671372	3.5648876652738456e-08	1	0.1623356028421838	2.59108037233946e-07	72	0.0006944444444444445	0.00027624309392265195	0.05849601531159484	0.3884909672790056	False	False	False	False
GSE65391_SLE	biopsy_history	spearman	996	1	0.1288822663150717	4.515742639492089e-05	8	0.1653838929643505	1.5287740857034304e-07	72	0.0006944444444444445	0.00027624309392265195	0.1805741938254549	0.04117178050167621	False	False	False	False
GSE65391_SLE	nephritis_class	spearman	996	2	0.1612009653438447	3.145523180004056e-07	8	0.1843435853919059	4.6070429748279675e-09	72	0.0006944444444444445	0.00027624309392265195	0.05849601531159484	0.04117178050167621	False	False	False	False
GSE65391_SLE	days_since_kidney_biopsy	spearman	641	4	0.3420399862499071	4.963348986261523e-19	4	0.3674790565529227	6.304384783389419e-22	72	0.0006944444444444445	0.00027624309392265195	0.033937061432335956	0.09077195692477989	False	False	False	False
GSE65391_SLE	wbc	spearman	877	3	0.4631834559724161	7.591177737000856e-48	5	0.373728317367553	1.8646342488892738e-30	72	0.0006944444444444445	0.00027624309392265195	0.04418348124830024	0.07546223773048863	True	True	False	False
GSE65391_SLE	neutrophil_count	spearman	853	1	0.5179729007120593	9.906194827773197e-60	1	0.5150199269394752	5.849887978620591e-59	72	0.0006944444444444445	0.00027624309392265195	0.1805741938254549	0.3884909672790056	True	True	True	True
GSE65391_SLE	lymphocyte_count	spearman	849	1	0.573444286516652	2.1859085868192318e-75	1	0.5535875708654141	2.4408019315330525e-69	72	0.0006944444444444445	0.00027624309392265195	0.1805741938254549	0.3884909672790056	True	True	True	True
